,Unnamed: 0,product_title,product_price,currency,product_star_rating,product_num_ratings,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,delivery,has_variations,Sales_per_last_month
259,259,"Motorola Edge + Plus | 2022 | US Version| 5G Smartphone with Android 12.0 | 8 GB Memory | 50MP Camera | 4800mAh, More Than All Day Battery Life | Unlocked Phone | (128GB | Cosmos Blue) (Renewed)",184.95,USD,4.0,69,1,184.95,False,False,False,False,"FREE delivery Sep 25 - 27 Or fastest delivery Tomorrow, Sep 20 Only 1 left in stock - order soon.",True,0.0
260,260,X1 2024 New 4G LTE GSM Unlocked Cell Phone 6.5” HD+ Screen Mobile Phones 4000mAh Android 10 Smart phone 16MP Smartphone Dual SIM (For T-mobile Metro Mint Tello USA Market) Face Unlock (Black),68.99,USD,3.2,36,1,68.99,False,False,True,False,"FREE delivery Tue, Sep 24",False,50.0
261,261,Moto G Power | 2022 | 3-Day Battery | Unlocked | Made for US by Motorola | 4/128GB | 50 MP Camera | Ice Blue,179.99,USD,4.2,2671,9,79.99,False,False,False,False,FREE delivery,True,0.0
262,262,"XL88Q - Easy to Use One-Piece Telephone with Ring/in-Use Light Indicator, Extra Loud-Extra Clear Volume Boost, for Busy Settings, Elderly &amp; Teenagers, Corded Landline Telephone, Pack of 1",19.99,USD,4.2,211,3,17.2,False,False,True,True,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False,200.0
263,263,"OUKITEL G1 Rugged Smartphone Unlocked - 24+256GB/1TB Android 14 Rugged Cellphones, 6.52” HD Display 48MP Rear Camera 10600mAh Battery IP68/IP69K Waterproof Phone, Dual Sim/NFC/Fingerprint 2024",199.99,USD,4.6,39,1,199.99,False,False,True,False,"FREE delivery Tue, Sep 24 Only 18 left in stock - order soon.",False,0.0
264,264,"HelloBaby DECT 6.0 Cordless Phone with 2 Handsets, Advanced Call Block, Expandable Cordless Phone with Trilingual Caller ID/Call Waiting, Full-Duplex Handset Speakerphone, Reliable 1000ft Range",39.99,USD,3.9,300,3,34.74,False,False,True,False,"FREE delivery Tue, Sep 24",False,100.0
265,265,Motorola Moto X4 Factory Unlocked Phone - 32GB - 5.2&quot; - Super Black - PA8S0006US,120.0,USD,3.9,285,5,109.95,False,False,True,False,"FREE delivery Tue, Sep 24",False,0.0
266,266,"VTech LS6381-2 Bluetooth Speaker with Echo Cancellation, Noise Reduction, Music Streaming, PC/Landline/Cellular Calls, Paired with DECT6.0 Cordless Handset, Answering System, Smart Call Blocker,Black",40.93,USD,4.1,1899,17,36.71,False,False,True,False,"FREE delivery Tue, Sep 24 Only 5 left in stock - order soon.",False,500.0
267,267,"SAMSUNG Galaxy S20 FE 5G (128GB, 6GB) 6.5&quot; AMOLED, Snapdragon 865, Volte (Fully Unlocked for T-Mobile, AT&amp;T, Verizon, Global) G781U1 (w/Wireless Charger, Navy) (Renewed)",199.0,USD,3.9,1604,5,150.0,False,False,True,False,"FREE delivery Tomorrow, Sep 20 Only 5 left in stock - order soon.",True,0.0
268,268,Motorola One 5G UW 128GB Oxford Blue for Verizon (Renewed),82.85,USD,4.3,162,8,73.99,False,False,False,True,FREE delivery Sep 24 - 26 Or fastest delivery Sep 20 - 24,False,0.0
269,269,"AT&amp;T Essentials Edge Pro Case, Cell Phone Accessories, with Drop Protection for Apple iPhone (Clear Edge, iPhone 15/14/13)",17.99,USD,3.4,6,1,17.99,False,False,True,False,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",True,0.0
270,270,Hamburger Cheeseburger Burger Phone Telephone IN JUNO(Telephone),12.98,USD,4.3,1079,8,12.0,False,False,True,False,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False,100.0
271,271,"Scosche MAGWSM2 MagicMount Magnetic Suction Cup Mount for Car Windshield or Dashboard, 360° Adjustable Magnet Head, Universal Cell Phone Holder for Car, Compatible with iPhone, Samsung &amp; All Devices",11.99,USD,4.4,53768,4,8.89,False,False,True,False,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False,200.0
272,272,Yealink W76P - IP DECT Phone Bundle W56H with W70 Base,161.23,USD,4.2,155,31,95.0,False,False,False,False,"FREE delivery Tue, Sep 24 Only 11 left in stock - order soon.",False,200.0
273,273,"Unlocked Smartphone, 6.3 inch HD Display, Android10.0, Dual SIM, Dual Cameras, 1GB RAM+16GB ROM (Expandable to 128GB), Support: WiFi, Bluetooth, GPS 3G Mobile Phones (Black)",65.99,USD,3.0,165,1,65.99,False,False,True,False,"FREE delivery Fri, Sep 27",True,0.0
274,274,"SAMSUNG Galaxy Z Flip 3 5G Factory Unlocked Android Cell Phone US Version Smartphone Flex Mode Intuitive Camera Compact 128GB Storage US Warranty, Green (Renewed)",326.0,USD,3.9,313,4,214.99,False,False,False,True,"FREE delivery Sep 26 - Oct 2 Or fastest delivery Tomorrow, Sep 20 Only 3 left in stock - order soon.",False,50.0
275,275,Samsung Galaxy A51 5G | A516U | 128GB | Single SIM | Android Smartphone | Prism Crush Blue - Verizon Locked - (Renewed),144.0,USD,4.1,103,9,134.0,False,False,True,True,"FREE delivery Wed, Sep 25",False,0.0
276,276,KYOCERA New E4830 DuraXE Epic AT&amp;T/Unlocked FirstNet Flip Smart Phone 16GB Rugged PTT Wi-Fi LTE Black (US Warranty) NO Verizon,199.95,USD,4.2,23,2,84.55,False,False,False,False,"FREE delivery Fri, Sep 27 Or fastest delivery Tomorrow, Sep 20",False,100.0
277,277,Panasonic KX-TGM420W + (1) KX-TGMA44W Amplified Cordless Phone with Digital Answering Machine and Voice Volume Booster upto 40 dB (2 Handsets),195.24,USD,4.3,951,1,195.24,False,False,False,False,"FREE delivery Sep 23 - 25 Or fastest delivery Tomorrow, Sep 20",False,100.0
278,278,"VTech 3-Handset Cordless Phone with Answering Machine, with Large Display and Big Buttons Caller ID, Full-Duplex Speakerphone, Last 10 Number Redial, Easy to use VG232-3",65.95,USD,4.5,19,3,45.77,False,False,True,False,"FREE delivery Thu, Sep 26 Or fastest delivery Tue, Sep 24",False,100.0
279,279,"NUU A23Plus Basic Cell Phone for AT&amp;T, T-Mobile, Cricket, Mint Mobile, Metro, 64G/3GB 6.3&quot; 4G LTE, Q Link, Hello Mobile Dual SIM, Black, 365 Days US Warranty with Detachable &amp; Replaceable Battery",79.99,USD,3.7,400,1,79.99,False,False,True,False,"FREE delivery Tue, Sep 24",False,400.0
280,280,"Kids Smart Phone for Girls, Christmas Birthday Gifts for Girls Age 3-10 Kids Toys Cell Phone, 2.8&quot; Touchscreen Toddler Learning Play Toy Phone with Dual Camera, Game, Music Player, 8G SD Card (Purple)",31.99,USD,4.2,1373,3,26.93,False,False,True,False,"FREE delivery Tue, Sep 24",False,4000.0
281,281,"Apple iPhone 14, 128GB, Midnight - Unlocked (Renewed Premium)",541.06,USD,4.2,776,6,511.67,False,False,True,False,"FREE delivery Tue, Sep 24",True,500.0
282,282,ZTE Cymbal 4G LTE speed &quot;Verizon Prepaid&quot; Cell Phone - Silver,70.0,USD,3.5,294,5,14.97,False,False,True,False,"FREE delivery Tue, Sep 24",False,0.0
283,283,Motorola Moto G Stylus 128GB Mystic Indigo from Verizon (Renewed),66.89,USD,4.0,119,10,62.22,False,False,False,True,"FREE delivery Sat, Sep 21 Or fastest delivery Tomorrow, Sep 20 Only 2 left in stock - order soon.",False,0.0
284,284,"Mini Phone, 2.5 Inch 3G Mini Smartphone 2GB RAM 16GB ROM Backup Cellphone Lightweight 5MP Student Cellphone Unlocked Quad Core",39.99,USD,2.7,26,1,39.99,False,False,True,False,"FREE delivery Tue, Sep 24",False,200.0
285,285,A23 Unlocked Android Phone 6.7-inch HD LCD Unlocked Cell Phone 6GB+128GB Android 13 Smartphone 5500 mAh Large Battery Unlocked Phone 50MP+13MP Camera 4G Dual SIM (Black),99.99,USD,5.0,3,1,99.99,False,False,False,False,FREE delivery,False,50.0
286,286,motorola Moto G Play 2023 3-Day Battery Unlocked Made for US 3/32GB 16MP Camera Navy Blue (Renewed),72.99,USD,3.9,291,17,69.94,False,False,True,False,"FREE delivery Fri, Sep 27 Only 1 left in stock - order soon.",False,400.0
287,287,Samsung Galaxy A11 32GB A115U Fully Unlocked Smartphones (Renewed),83.0,USD,4.0,1194,16,69.99,False,False,False,True,"FREE delivery Sat, Sep 21 Only 8 left in stock - order soon.",False,100.0
288,288,"AGM M9 Rugged Basic Cell Phone, 4G Feature Phone, Simple Mobile Phones, Waterproof, Drop-Proof, Large Buttons, Large Font, Speed Dial, 3 Card Slots, FM Radio, w/Flashlight, 1000mAh, for T-Mobile Only",49.99,USD,3.8,299,1,49.99,False,False,True,False,"FREE delivery Tue, Sep 24",False,300.0
289,289,"Yealink SIP-T57W IP Phone - Corded/Cordless - Corded/Cordless - Wi-Fi, Bluetooth - Wall Mountable, Desktop - Classic Gray",202.0,USD,3.7,93,25,164.35,False,False,False,False,"FREE delivery Sep 24 - 26 Or fastest delivery Mon, Sep 23 Only 10 left in stock - order soon.",False,0.0
290,290,"Corded Phone, Landline Phone for Home, Mini Phone Use HD Call IC Chip, Used in Hotel/Office/Bank Call Center (Black)",13.89,USD,3.8,144,1,13.89,False,False,True,False,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False,0.0
291,291,Samsung Galaxy A23 5G SM-A236U Factory Unlocked 64GB Black (Renewed),125.0,USD,4.1,309,19,103.9,False,False,False,False,"FREE delivery Sat, Sep 21 Only 1 left in stock - order soon.",False,300.0
292,292,"Total by Verizon Motorola Moto g Play, 32GB, Black - Prepaid Smartphone (Locked)",49.88,USD,3.8,99,10,43.89,False,False,True,False,"FREE delivery Tue, Sep 24",False,50.0
293,293,Xiaomi Redmi 13C 4G LTE (128GB + 4GB) Factory Unlocked Global ROM GSM 6.74&quot; 50MP Triple Camera (Tello Mint &amp; Global) + Free Fast Car Charger (Midnight Black Global ROM) (Midnight Black Global ROM),117.99,USD,4.2,133,4,117.7,False,False,True,False,"FREE delivery Fri, Sep 27 Only 6 left in stock - order soon.",False,200.0
294,294,"SAMSUNG Galaxy A03 Core (SM-A032/DS) Dual SIM 32GB/ 2GB RAM, GSM Unlocked International Version - No Warranty - Black",89.0,USD,3.8,1819,2,67.17,False,False,True,False,"FREE delivery Wed, Sep 25",False,200.0
295,295,Hamilton CapTel 2400i Captioned Telephone Large Touch-Screen Captioned Telephone with 40dB Amplification,75.0,USD,4.3,1603,4,59.99,False,False,True,False,"FREE delivery Tue, Sep 24",False,300.0
296,296,"AT&amp;T CL83507 DECT 6.0 5-Handset Cordless Phone for Home with Dual Keypad Base, Answering Machine, Call Blocking, Caller ID Announcer, Intercom and Long Range, Silver/Black",131.88,USD,4.3,3777,3,62.01,False,False,True,False,"FREE delivery Thu, Sep 26 Or fastest delivery Tue, Sep 24",False,200.0
297,297,BLU Z5 -GSM Unlocked Dual Sim -Black,22.99,USD,3.2,3283,1,22.99,False,False,True,False,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",True,300.0
298,298,Xiaomi Redmi Note 13 PRO 5G + 4G LTE (256GB + 8GB) 6.67&quot; 200MP Triple (Tmobile Mint Tello &amp; Global) Global Bands Unlocked + (Fast Car Dual Charger Bundle) (Midnight Black (Global ROM)),283.69,USD,4.6,934,1,283.69,False,False,True,False,"FREE delivery Tue, Sep 24 Only 11 left in stock - order soon.",True,300.0
299,299,Motorola Moto G Stylus | 2022 | 2-Day battery | Unlocked| Made for US by Motorola | 6/128GB | 50MP Camera | Twilight Blue,169.0,USD,4.2,2396,5,109.99,False,False,True,False,"FREE delivery Tue, Sep 24 Only 12 left in stock - order soon.",True,50.0
300,300,"Google Pixel 5 5G, US Version, 128GB, Just Black - Unlocked (Renewed)",154.31,USD,3.9,2306,7,134.99,False,False,False,True,"FREE delivery Fri, Sep 27 Or fastest delivery Tomorrow, Sep 20 Only 6 left in stock - order soon.",True,200.0
301,301,"Samsung Galaxy S21 5G, US Version, 128GB, Phantom Violet - AT&amp;T (Renewed)",209.95,USD,4.0,1729,5,164.95,False,False,False,True,"FREE delivery Sep 23 - 25 Or fastest delivery Tomorrow, Sep 20",True,0.0
302,302,Total by Verizon Motorola Moto g Pure Locked 32GB 4000 mAh Battery 13 MP Dual Camera System 6.5&quot; Max Vision HD+ Display Blue,49.65,USD,3.9,292,4,49.27,False,False,True,False,"FREE delivery Tue, Sep 24",False,100.0
303,303,"D1005 Cordless Phone for Home, ECO Technology, Caller ID, Speakerphone(Single Pack, Black)",27.98,USD,3.8,1414,1,27.98,False,False,True,False,"FREE delivery Wed, Sep 25 on $35 of items shipped by Amazon",False,50.0
304,304,Moto G Stylus 5G | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Scarlet Wave,399.99,USD,4.3,48,2,335.99,False,False,True,False,"FREE delivery Tue, Sep 24",False,300.0
305,305,Kids Smart Phone Toys Cell Phone for Boys Girls Toddlers Baby Childrens 3-8 Years Old with Camera Touchscreen for Birthday,39.99,USD,4.4,31,1,39.99,False,False,True,False,"FREE delivery Tue, Sep 24",False,0.0
306,306,LIVELY Jitterbug Smart4 Smartphone for Seniors - Cell Phone for Seniors - Not Compatible with Other Wireless Carriers - Must Be Activated Phone Plan,71.99,USD,4.0,1857,3,65.35,False,False,True,False,"FREE delivery Tue, Sep 24",False,500.0
307,307,"Panasonic Expandable Corded Phone System, Bluetooth Pairing for Wireless Headphones and Hearing Aids, Smart Call Block, KX-TGF892B (Black), 2 Cordless + 1 Corded Handset (Pack of 1)",114.28,USD,4.2,539,2,41.84,False,False,True,False,"FREE delivery Tue, Sep 24",False,50.0
308,308,Motorola Moto G04 XT2421-2 (Dual Sim) Factory GSM Unlocked | 4+128GB | 6.56&quot; 90Hz LCD Display | 16MP Camera | International Model - (Green),119.99,USD,5.0,1,1,119.99,False,False,True,False,"FREE delivery Wed, Sep 25",True,0.0
309,309,"Nothing Phone (2) - 512 GB + 12 GB Ram, Glyph Interface, OS 2.0, 50 MP Dual Camera,OIS, 6.7” LTPO OLED Display, 4700mAh Battery, Water Resistant IP54, LTE, GSM only, Android Phone, Dark Grey",689.99,USD,4.5,224,6,640.28,False,False,False,False,FREE delivery,True,0.0
310,310,"Panasonic Expandable Corded Phone System, Bluetooth Pairing for Wireless Headphones and Hearing Aids, Smart Call Block, KX-TGF892B (Black), 2 Cordless + 1 Corded Handset (Pack of 1)",114.28,USD,4.2,539,2,41.84,False,False,True,False,"FREE delivery Tue, Sep 24",False,50.0
311,311,Motorola Moto G04 XT2421-2 (Dual Sim) Factory GSM Unlocked | 4+128GB | 6.56&quot; 90Hz LCD Display | 16MP Camera | International Model - (Green),119.99,USD,5.0,1,1,119.99,False,False,True,False,"FREE delivery Wed, Sep 25",True,0.0
312,312,"Nothing Phone (2) - 512 GB + 12 GB Ram, Glyph Interface, OS 2.0, 50 MP Dual Camera,OIS, 6.7” LTPO OLED Display, 4700mAh Battery, Water Resistant IP54, LTE, GSM only, Android Phone, Dark Grey",689.99,USD,4.5,224,6,640.28,False,False,False,False,FREE delivery,True,0.0
313,313,Samsung Galaxy A35 5G A356E 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin Variant/US Compatible LTE) - Awesome Ice Blue,255.0,USD,4.2,51,11,244.97,False,False,True,False,"FREE delivery Tue, Sep 24 Only 19 left in stock - order soon.",False,100.0
314,314,Vtech AT2909/CL2909 Corded Speakerphone,34.67,USD,4.2,290,22,13.98,False,False,True,False,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False,100.0
315,315,"Google Pixel 9 Pro XL - Unlocked Android Smartphone with Gemini, Triple Rear Camera System, 24-Hour Battery, and 6.8&quot; Super Actua Display - Obsidian - 256 GB",1199.0,USD,4.3,41,3,1151.04,False,False,True,False,"FREE delivery Tue, Sep 24",False,300.0
316,316,"SAMSUNG Galaxy S24 Ultra 5G S9280 Physical Dual SIM 512GB 12GB RAM AI Smartphone, Factory Unlocked, Global Model, Long Battery Life - Titanium Violet",993.9,USD,4.3,43,1,993.9,False,False,False,False,"FREE delivery Tue, Sep 24",False,200.0
317,317,"XBLUE Add-on Phone for X16 Office Phone System (XB1670-00, Charcoal)",199.99,USD,4.3,115,2,69.94,False,False,False,False,"FREE delivery Thu, Sep 26 Or fastest delivery Tomorrow, Sep 20",False,0.0
318,318,K60 Unlocked 5G Smart Phone 2024 Android 13 Cell Phone 8GB+256GB 8-Core Smart Phones 6.7&quot; HD Screen 24MP+64MP Camera 6800mAh Battery Standby 5G Dual SIM Cell Phone with Android Phone (Azure),99.99,USD,3.5,7,1,99.99,False,False,True,False,"FREE delivery Wed, Sep 25",False,0.0
319,319,Samsung Galaxy A01 16GB BLACK VERIZON (Renewed),57.0,USD,3.9,359,25,49.0,False,False,True,True,"FREE delivery Tue, Sep 24",False,100.0
320,320,"OnePlus Nord N10 5G Unlocked, Midnight Ice​, 6GB RAM + 128GB storage, US Version (Renewed)",128.0,USD,4.0,320,4,119.9,False,False,True,True,"FREE delivery Thu, Sep 26 Only 13 left in stock - order soon.",True,0.0
321,321,"Sangyn Retro Wall Phones for Landline with Mechanical Ringer Corded Telephone Wall Mounted with Indicator Waterproof Old Style Landline Phones for Home Kitchen, Red",34.98,USD,4.0,1645,1,34.98,False,False,True,False,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False,50.0
322,322,"Samsung Galaxy S22 5G (128GB, 8GB) 6.2&quot; 120Hz, 50MP 4K Camera (Fully Unlocked, US &amp; Global) S901U1 (w/ 25W Super Fast Charge Cube, Black)(Renewed)",249.99,USD,4.1,142,11,219.0,False,False,False,False,"FREE delivery Mon, Sep 23",False,200.0
323,323,"SAMSUNG Galaxy A71 5G (128GB, 6GB) 6.7&quot; AMOLED+, Snapdragon 765G, 4500mAh Battery, Global 5G Volte GSM AT&amp;T Unlocked (T-Mobile, Metro, Straight Talk) US Warranty A716U (Prism Cube Black)",229.72,USD,3.4,186,6,125.99,False,False,False,False,FREE delivery,False,50.0
324,324,"Alcatel 1 5033J Unlocked Smartphone Dual Sim 5&quot; 18:9 Display, Android Oreo (Go Edition), 8MP Rear Camera, 4G LTE - Works Worldwide &amp; in The U.S GSM Carriers -Black",59.99,USD,3.8,161,4,39.0,False,False,True,False,"FREE delivery Tue, Sep 24 Only 11 left in stock - order soon.",False,0.0
325,325,SIMBROS Unlocked FLIP 4 AT&amp;T SMARTFLIP IV U102AA 4G 4GB Phone -Works with AT&amp;T T-Mobile &amp; Cricket -NOT Good for VERIZON Simkey,69.99,USD,3.5,77,3,49.99,False,False,True,True,"FREE delivery Tue, Sep 24",False,0.0
326,326,"DOOGEE N55 Plus Android 14 Cell Phone Unlocked(2024), 20GB+128GB/TF 1TB, 5150mAh Battery Octa-Core Unlocked Phone, 6.56&quot;+90Hz Display, Dual Camera/Dual SIM 4G Smartphones with Face ID &amp; OTG(Black)",199.99,USD,4.2,15,2,101.15,False,False,True,False,"FREE delivery Tue, Sep 24 Only 2 left in stock - order soon.",False,0.0
327,327,"It can Edit 9 one Touch Memory Speed Dialing and Images, Elderly Image Phone, Phone for Patients with Alzheimer&#x27;s Disease and Enlarged Phone for Patients with Hearing Impairment",29.99,USD,3.9,284,2,21.99,False,False,True,False,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False,200.0
328,328,"TOCOL 3 in 1 Magnetic for iPhone 16 Case, Upgraded Full Camera Protection, Compatible with Magsafe, 16FT Drop Protection, Translucent Matte Back Bumper Phone Cover 6.1-Inch（Black）",14.99,USD,4.6,4022,1,14.99,False,False,True,True,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False,500.0
329,329,"TONEOF 66&quot; Automatic Tripod,Auto-Open Phone Tripod Stand with Magnetic Rechargable Remote,360° Vertical &amp; Horizontal Rotatable Travel Tripod,Stable Cell Phone Tripod for iPhone/Android（Black）",34.99,USD,4.7,123,1,34.99,False,False,True,False,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False,500.0
330,330,"Power Charger, 3-in-1 65W GaN Type C Charger, Fast Charging Wall Charger,All-Round Protection USB C Charger Block for Nothing Phone and iPad Pro, iPhone 12/13/14/15,Galaxy S",39.0,USD,4.6,47,1,39.0,False,False,True,False,"FREE delivery Thu, Sep 26 Or fastest delivery Wed, Sep 25",False,50.0
331,331,"Prepaid USA SIM Card, 25GB/365 Day, 4G LTE &amp; 5G on Verizon, T Mobile &amp; ATT, Data Only SIM Card for Unlocked IoT Device, Compatible with Cell Phones, GPS Tracker, Security, Trail Camera",139.0,USD,4.7,4,1,139.0,False,False,True,False,"FREE delivery Tue, Sep 24",False,0.0
332,332,"Ring Light [3 Color, 5 Brightness &amp; Timer] 3.5&#x27;&#x27; Small Video Conference Lighting Clip On Monitor Laptop iPad Phone, USB Plug Dimmable Selfie Light for Working, Meeting, YouTube/TikTok Content Creator",15.99,USD,4.4,82,1,15.99,False,False,True,False,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False,500.0
333,333,"UMIDIGI F3 (8GB+128GB) Unlocked Cell Phone, NFC, Android11, 6.7inch HD Full Screen, 5150mAh Battery, Smartphone with 48MP AI Triple Camera, 18W Fast Charging, Dual SIM",135.99,USD,3.6,104,1,135.99,False,False,True,False,"FREE delivery Wed, Sep 25",False,0.0
334,334,"Magnetic Neck Mount for Phones, Hands Free POV/Vlog Selfie Mount Flexible Neck Phone Holder for Recording, Magnetic Phone Chest Mount for iPhone 15 14 13 12 Seires and All Smartphones",27.49,USD,4.6,38,1,27.49,False,False,True,False,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False,300.0
335,335,"Gimbal Stabilizer for Smartphone, 3-Axis Phone Gimbal Portable and Foldable with AI Tracking Sensor Magnetic Fill Light, Gimbal Stabilizer for iPhone &amp; Android, Phone stabilizer for Video Recording",99.99,USD,4.7,8,1,99.99,False,False,True,False,"FREE delivery Thu, Sep 26",False,0.0
336,336,"[True Military-Grade] Car Phone Holder【2024 Stronger Suction &amp; Clip】 Universal Cell Phone Holder for Car Mount for Dashboard Windshield Air Vent Long Arm Cell Phone Car Mount Thick Case,Purple",39.99,USD,4.4,2589,1,39.99,False,False,True,False,"FREE delivery Tue, Sep 24",False,50.0
337,337,"Wall Mount Cell Phone Charging Shelf | Multi-Device Station with 8 Ports | Compatible with Apple iPhone, iPad, Samsung, Android, Tablets and More! (18&quot; x 9&quot;)",273.0,USD,4.1,45,1,273.0,False,False,False,False,FREE delivery Sep 25 - 30,False,0.0
338,338,"Sensyne 92&quot; Cell Phone Tripod, Selfie Stick Tripod with 16.5&quot; Flexible Gooseneck, Overhead Phone Stand for Video Recording, Photography, Compatible with Phone, Camera",29.99,USD,4.6,29066,1,29.99,True,False,True,False,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False,300.0
339,339,"Portable Charger 33800mAh USB C Power Bank with Built-in Cables &amp; AC Wall Plug,25W Fast Charging+QC 4.0 Phone Charger,4 Output LCD Display Battery Pack Compatible with iPhone15/14,Samsung,Android etc",45.95,USD,4.4,672,1,45.95,False,False,True,False,"FREE delivery Tue, Sep 24",False,3000.0
